ICD code,short title,long title,male rate,female rate,male to female rate ratio,male freq,female freq
07054,Chrnc hpt C wo hpat coma,Chronic hepatitis C without mention of hepatic coma,0.02543247344461305,0.014600783831553062,1.7418567207092084,838.0,380.0
07070,Hpt C w/o hepat coma NOS,Unspecified viral hepatitis C without hepatic coma,0.014203338391502276,0.007915161761315608,1.7944470144526126,468.0,206.0
07071,Hpt C w hepatic coma NOS,Unspecified viral hepatitis C with hepatic coma,0.0013960546282245827,0.0008837316529624222,1.5797268588770865,46.0,23.0
075,Infectious mononucleosis,Infectious mononucleosis,0.00012139605462822458,0.00026896180742334586,0.45135053110773904,4.0,7.0
07799,Unsp ds conjuc viruses,Unspecified diseases of conjunctiva due to viruses,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
07810,Viral warts NOS,"Viral warts, unspecified",0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
07811,Condyloma acuminatum,Condyloma acuminatum,0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
07819,Oth specfd viral warts,Other specified viral warts,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
0785,Cytomegaloviral disease,Cytomegaloviral disease,0.0013050075872534143,0.0018443095366172289,0.7075859888720284,43.0,48.0
07889,Oth spec dis viruses,Other specified diseases due to viruses,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
0790,Adenovirus infect NOS,Adenovirus infection in conditions classified elsewhere and of unspecified site,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
0793,Rhinovirus infect NOS,Rhinovirus infection in conditions classified elsewhere and of unspecified site,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
07951,Htlv-1 infection oth dis,"Human T-cell lymphotrophic virus, type I [HTLV-I]",6.069802731411229e-05,0.00019211557673096135,0.31594537177541726,2.0,5.0
0796,Resprtry syncytial virus,Respiratory syncytial virus (RSV),0.00018209408194233686,0.00019211557673096135,0.9478361153262518,6.0,5.0
07989,Oth specf viral infectn,Other specified viral infection,0.0003641881638846737,0.00015369246138476907,2.3695902883156297,12.0,4.0
07999,Viral infection NOS,Unspecified viral infection,0.001274658573596358,0.001421655267809114,0.8966017307140219,42.0,37.0
08240,Ehrlichiosis NOS,"Ehrlichiosis, unspecified",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
0840,Falciparum malaria,Falciparum malaria [malignant tertian],3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
1419,Malig neo tongue NOS,"Malignant neoplasm of tongue, unspecified",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
1440,Mal neo ant floor mouth,Malignant neoplasm of anterior portion of floor of mouth,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
1448,Mal neo mouth floor NEC,Malignant neoplasm of other sites of floor of mouth,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1450,Mal neo cheek mucosa,Malignant neoplasm of cheek mucosa,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
1460,Malignant neopl tonsil,Malignant neoplasm of tonsil,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
1468,Mal neo oropharynx NEC,Malignant neoplasm of other specified sites of oropharynx,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1471,Mal neo post nasopharynx,Malignant neoplasm of posterior wall of nasopharynx,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
1478,Mal neo nasopharynx NEC,Malignant neoplasm of other specified sites of nasopharynx,0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
1479,Mal neo nasopharynx NOS,"Malignant neoplasm of nasopharynx, unspecified site",0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
1481,Mal neo pyriform sinus,Malignant neoplasm of pyriform sinus,0.00015174506828528073,7.684623069238454e-05,1.9746585735963582,5.0,2.0
1490,Mal neo pharynx NOS,"Malignant neoplasm of pharynx, unspecified",0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
1500,Mal neo cervical esophag,Malignant neoplasm of cervical esophagus,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1501,Mal neo thoracic esophag,Malignant neoplasm of thoracic esophagus,0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
1503,Mal neo upper 3rd esoph,Malignant neoplasm of upper third of esophagus,9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
1504,Mal neo middle 3rd esoph,Malignant neoplasm of middle third of esophagus,0.0003945371775417299,0.00030738492276953815,1.2835280728376328,13.0,8.0
1505,Mal neo lower 3rd esoph,Malignant neoplasm of lower third of esophagus,0.0016084977238239758,0.0002305386920771536,6.977126960040466,53.0,6.0
1508,Mal neo esophagus NEC,Malignant neoplasm of other specified part of esophagus,0.002094081942336874,0.0008068854222700376,2.5952655538694995,69.0,21.0
1509,Mal neo esophagus NOS,"Malignant neoplasm of esophagus, unspecified site",0.0006980273141122913,0.00019211557673096135,3.6333717754172987,23.0,5.0
1510,Mal neo stomach cardia,Malignant neoplasm of cardia,0.002458270106221548,0.0006531929608852686,3.7634669285012943,81.0,17.0
1511,Malignant neo pylorus,Malignant neoplasm of pylorus,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1512,Mal neo pyloric antrum,Malignant neoplasm of pyloric antrum,0.00018209408194233686,0.0003842311534619227,0.4739180576631259,6.0,10.0
1513,Mal neo stomach fundus,Malignant neoplasm of fundus of stomach,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1514,Mal neo stomach body,Malignant neoplasm of body of stomach,0.0002731411229135053,0.00015369246138476907,1.7771927162367223,9.0,4.0
1518,Malig neopl stomach NEC,Malignant neoplasm of other specified sites of stomach,0.0005462822458270106,0.00034580803811573043,1.5797268588770863,18.0,9.0
1519,Malig neopl stomach NOS,"Malignant neoplasm of stomach, unspecified site",0.0003338391502276176,0.00019211557673096135,1.7376995447647952,11.0,5.0
1520,Malignant neopl duodenum,Malignant neoplasm of duodenum,0.0003945371775417299,0.00015369246138476907,2.5670561456752656,13.0,4.0
1522,Malignant neoplasm ileum,Malignant neoplasm of ileum,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
1528,Mal neo small bowel NEC,Malignant neoplasm of other specified sites of small intestine,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
1529,Mal neo small bowel NOS,"Malignant neoplasm of small intestine, unspecified site",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
1531,Mal neo transverse colon,Malignant neoplasm of transverse colon,0.00021244309559939302,0.00034580803811573043,0.6143382228966447,7.0,9.0
1532,Mal neo descend colon,Malignant neoplasm of descending colon,0.0002731411229135053,0.00026896180742334586,1.0155386949924128,9.0,7.0
1533,Mal neo sigmoid colon,Malignant neoplasm of sigmoid colon,0.0005766312594840668,0.0006916160762314609,0.8337447310740179,19.0,18.0
1534,Malignant neoplasm cecum,Malignant neoplasm of cecum,0.0004855842185128983,0.0005379236148466917,0.9027010622154781,16.0,14.0
1535,Malignant neo appendix,Malignant neoplasm of appendix vermiformis,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
1536,Malig neo ascend colon,Malignant neoplasm of ascending colon,0.0005766312594840668,0.0007300391915776531,0.7898634294385434,19.0,19.0
1537,Mal neo splenic flexure,Malignant neoplasm of splenic flexure,9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
1538,Malignant neo colon NEC,Malignant neoplasm of other specified sites of large intestine,0.0005159332321699545,0.0005379236148466917,0.9591198786039454,17.0,14.0
1539,Malignant neo colon NOS,"Malignant neoplasm of colon, unspecified site",0.0004855842185128983,0.0005763467301928841,0.8425209914011127,16.0,15.0
1540,Mal neo rectosigmoid jct,Malignant neoplasm of rectosigmoid junction,0.0003641881638846737,0.00030738492276953815,1.1847951441578148,12.0,8.0
1541,Malignant neopl rectum,Malignant neoplasm of rectum,0.0008194233687405159,0.0006147698455390763,1.3328945371775416,27.0,16.0
1543,Malignant neo anus NOS,"Malignant neoplasm of anus, unspecified site",0.00012139605462822458,3.842311534619227e-05,3.159453717754173,4.0,1.0
1548,Mal neo rectum/anus NEC,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus",0.00021244309559939302,0.0001152693460385768,1.8430146686899342,7.0,3.0
1550,"Mal neo liver, primary","Malignant neoplasm of liver, primary",0.008497723823975721,0.0021901175747329592,3.8800308814524938,280.0,57.0
1551,Mal neo intrahepat ducts,Malignant neoplasm of intrahepatic bile ducts,0.0011532625189681336,0.0013063859217705373,0.8827885387842542,38.0,34.0
1552,Malignant neo liver NOS,"Malignant neoplasm of liver, not specified as primary or secondary",0.0010925644916540212,0.00034580803811573043,3.1594537177541726,36.0,9.0
1560,Malig neo gallbladder,Malignant neoplasm of gallbladder,0.00042488619119878605,0.0004610773841543072,0.9215073343449671,14.0,12.0
1561,Mal neo extrahepat ducts,Malignant neoplasm of extrahepatic bile ducts,0.0007890743550834598,0.0005763467301928841,1.3690966110268081,26.0,15.0
1562,Mal neo ampulla of vater,Malignant neoplasm of ampulla of vater,0.0004855842185128983,0.0002305386920771536,2.106302478502782,16.0,6.0
1568,Malig neo biliary NEC,Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts,3.0349013657056145e-05,0.00019211557673096135,0.15797268588770863,1.0,5.0
1569,Malig neo biliary NOS,"Malignant neoplasm of biliary tract, part unspecified site",9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
1570,Mal neo pancreas head,Malignant neoplasm of head of pancreas,0.002094081942336874,0.0022285406900791516,0.9396651143320601,69.0,58.0
1571,Mal neo pancreas body,Malignant neoplasm of body of pancreas,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
1572,Mal neo pancreas tail,Malignant neoplasm of tail of pancreas,0.00024279210925644916,0.00026896180742334586,0.9027010622154781,8.0,7.0
1578,Malig neo pancreas NEC,Malignant neoplasm of other specified sites of pancreas,0.0014871016691957511,0.001575347729193883,0.9439831229875273,49.0,41.0
1579,Malig neo pancreas NOS,"Malignant neoplasm of pancreas, part unspecified",0.0006069802731411229,0.0006147698455390763,0.9873292867981791,20.0,16.0
1580,Mal neo retroperitoneum,Malignant neoplasm of retroperitoneum,0.00021244309559939302,0.00019211557673096135,1.1058088012139606,7.0,5.0
1588,Mal neo peritoneum NEC,Malignant neoplasm of specified parts of peritoneum,6.069802731411229e-05,0.00042265426880811494,0.1436115326251897,2.0,11.0
20080,Oth varn unsp xtrndl org,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites",0.00042488619119878605,0.00015369246138476907,2.7645220030349016,14.0,4.0
20150,Ndr sclr unsp xtrndl org,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites",6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
25000,DMII wo cmp nt st uncntr,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",0.15647951441578148,0.14992699608084223,1.0437047263416528,5156.0,3902.0
25001,DMI wo cmp nt st uncntrl,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",0.005250379362670713,0.0056097748405440715,0.9359340636497807,173.0,146.0
25002,DMII wo cmp uncntrld,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",0.007647951441578149,0.007761469299930838,0.9853741792995689,252.0,202.0
25003,DMI wo cmp uncntrld,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",0.00042488619119878605,0.0003842311534619227,1.1058088012139606,14.0,10.0
25010,DMII keto nt st uncntrld,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",0.0007283763277693475,0.0009221547683086144,0.7898634294385433,24.0,24.0
25011,DMI keto nt st uncntrld,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",0.0023975720789074354,0.004802889418274034,0.4991936874051593,79.0,125.0
25012,DMII ketoacd uncontrold,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",0.0033080424886191197,0.003534926611849689,0.9358164544434914,109.0,92.0
25013,DMI ketoacd uncontrold,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",0.005159332321699545,0.00964420195189426,0.534967262966344,170.0,251.0
25020,DMII hprsm nt st uncntrl,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled",0.0006676783004552352,0.0003842311534619227,1.7376995447647952,22.0,10.0
25021,DMI hprsm nt st uncntrld,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
25542,Mineralcorticoid defcnt,Mineralocorticoid deficiency,0.00012139605462822458,3.842311534619227e-05,3.159453717754173,4.0,1.0
2555,Adrenal hypofunction NEC,Other adrenal hypofunction,0.0004855842185128983,0.0004610773841543072,1.053151239251391,16.0,12.0
2558,Adrenal disorder NEC,Other specified disorders of adrenal glands,0.0002731411229135053,0.00026896180742334586,1.0155386949924128,9.0,7.0
2559,Adrenal disorder NOS,Unspecified disorder of adrenal glands,0.00042488619119878605,0.0005763467301928841,0.7372058674759737,14.0,15.0
25801,Mult endo neoplas type I,Multiple endocrine neoplasia [MEN] type I,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
2592,Carcinoid syndrome,Carcinoid syndrome,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
2594,Dwarfism NEC,"Dwarfism, not elsewhere classified",9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
2598,Endocrine disorders NEC,Other specified endocrine disorders,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
260,Kwashiorkor,Kwashiorkor,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
261,Nutritional marasmus,Nutritional marasmus,0.003368740515933232,0.003573349727195881,0.9427402222331,111.0,93.0
262,Oth severe malnutrition,Other severe protein-calorie malnutrition,0.0011836115326251896,0.0008453085376162299,1.4002124430955993,39.0,22.0
2630,Malnutrition mod degree,Malnutrition of moderate degree,0.0021851289833080424,0.002459079382156305,0.8885963581183611,72.0,64.0
2631,Malnutrition mild degree,Malnutrition of mild degree,0.0004552352048558422,0.0007684623069238454,0.5923975720789074,15.0,20.0
2638,Protein-cal malnutr NEC,Other protein-calorie malnutrition,0.0004552352048558422,0.00034580803811573043,1.3164390490642388,15.0,9.0
2639,Protein-cal malnutr NOS,Unspecified protein-calorie malnutrition,0.021153262518968135,0.021593790824560054,0.9795993066168411,697.0,562.0
2650,Beriberi,Beriberi,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
2651,Thiamine defic NEC/NOS,Other and unspecified manifestations of thiamine deficiency,0.0005159332321699545,0.00030738492276953815,1.6784597875569045,17.0,8.0
2652,Pellagra,Pellagra,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
2662,B-complex defic NEC,Other B-complex deficiencies,0.00409711684370258,0.004341812034119727,0.9436421502141888,135.0,113.0
2669,Vitamin b deficiency NOS,Unspecified vitamin B deficiency,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
2682,Osteomalacia NOS,"Osteomalacia, unspecified",0.00015174506828528073,7.684623069238454e-05,1.9746585735963582,5.0,2.0
2689,Vitamin D deficiency NOS,Unspecified vitamin D deficiency,0.0022154779969650986,0.002997002997002997,0.7392311583206879,73.0,78.0
2690,Deficiency of vitamin k,Deficiency of vitamin K,0.00030349013657056146,0.0004610773841543072,0.6582195245321194,10.0,12.0
2698,Nutrition deficiency NEC,Other nutritional deficiency,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
